qid,source,type,question,image,solution,answer,unit,notes,number_of_answers,original_qid,category_vector,steps_count,difficulty_level,primary_category,Materials,Properties,Structures,Fundamental Mechanisms,Processes,Failure Mechanisms
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 5.2,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"If the range of strength of an alloy is given as $800-1200 \mathrm{MPa}$, what is the mean strength, the standard deviation, and coefficient of variation? Give your answer as a tuple: (mean_strength, standard_deviation, coefficient_of_variation).",,"The mean strength can be taken as 1000 MPa .
The standard deviation $\sigma$ can be estimated as

$$
\sigma=\frac{1200-800}{6}=66.67 \mathrm{MPa}
$$


The coefficient of variation $v^{\prime}$ is then

$$
v^{\prime}=\frac{66.67}{1000}=0.0667
$$","(1000, 66.67, 0.0667)","(MPa, MPa,)",,multiple,Example 5.2,111000,3,hard,Materials: Metals,Metals,Mechanical,Composites,,,
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.1,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"Determine the dimensions of a cantilever beam of length 1 m and rectangular cross section of depth-to-width ratio $2: 1$. The cantilever is expected not to deflect more than 50 mm for every 1000 N increment of load at its tip. The material used in making the beam is steel AISI 4340 with a yield strength of 1420 MPa and UTS 1800 MPa . What is the maximum permissible load? Assume a suitable factor of safety. Give your answer as a tuple: (beam_width, maximum_permissible_load).",images/Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.1_1.png,"Deflection $(y)$ of a cantilever beam under a load $(L)$ acting on its tip is given by the relationship $$
y=\frac{L l^3}{3 E I}
$$

where
$l$ is the length of the cantilever
$E$ is the elastic modulus of the cantilever material $=210 \mathrm{GPa}$
$I$ is the second moment of area of the cross section
From Table 4.4,

$$
I=\frac{b(2 b)^3}{12}=\frac{L l^3}{3 y E}=\frac{1000 \times(1000)^3}{3 \times 50 \times 210 \times 10^3}
$$


The preceding equation gives the width of the beam, $b=14.77 \mathrm{~mm}$.
Taking a factor of safety $n=1.5$ and using Equation 6.3,

$$
Z=\frac{14.77(2 \times 14.77)^3}{12 \times 14.77}=2148 \mathrm{~mm}^3=\frac{n M}{Y S}=\frac{1.5 \times L \times 1000}{1420}
$$


The safe value of $L=2033 \mathrm{~N}$.","(14.77, 2033)","(mm,N)",,multiple,Example 6.1,111001,3,easy,Materials: Metals,Metals,Mechanical,Composites,,,Elastic
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.3,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"Assume the narrowest prong of a stainless‐steel picnic fork has a rectangular cross section 5 mm wide by 0.6 mm thick.  If you replace the steel with HDPE (EHDPE=1.1 GPa, Ess=210 GPa, ρHDPE=0.96 g/cm³, ρss=7.8 g/cm³) but keep the same width (5 mm) and want to maintain the same bending stiffness (EI), what thickness h of HDPE is required?  What is the new HDPE cross‐sectional area, and what is the HDPE fork’s weight relative to the steel fork?

Give your answer as a tuple (required moment of inertia, HDPE section area, relative weight ratio).",images/Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.3_1.png,"$$
\begin{aligned}
& E \text { for stainless steel }=210 \mathrm{GPa} \\
& E \text { for } \mathrm{HDPE}=1.1 \mathrm{GPa}
\end{aligned}
$$


The narrowest cross section of the original stainless steel fork is rectangular, of $0.6 \times 5 \mathrm{~mm}$ :

$$
I \text { for the stainless steel section }=\frac{5 \times(0.6)^3}{12}=0.09 \mathrm{~mm}^4
$$


From Equation 6.4, $E I$ should be kept constant for equal deflection under load.
$E I$ for stainless steel $=210 \times 0.09=18.9$
$E I$ for HDPE design $=1.1 \times I$
$I$ for HDPE design $=17.2 \mathrm{~mm}^4$
Taking a channel section of thickness 0.5 mm , web height 4 mm , and width 8 mm , from Table 4.4, $$
I=\frac{\left[8 \times(4)^3-7 \times(3.5)^3\right]}{12}=17.7 \mathrm{~mm}^4
$$

which meets the required value.
Area of the stainless steel section $=3 \mathrm{~mm}^2$
Area of the HDPE section $=7.5 \mathrm{~mm}^2$
The specific gravity of stainless steel is 7.8 and that of HDPE is 0.96 :

$$
\frac{\text { Relative weight of HDPE }}{\text { Stainless steel }}=\frac{7.5 \times 0.96}{3 \times 7.8}=0.3
$$","(17.2, 7.5, 0.3)","(mm^4, mm^2,)",,multiple,Example 6.3,111020,9,hard,Materials: Metals,Metals,Mechanical,Composites,,Shaping,
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.6,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"A truck has a fully loaded gross mass of $6000\;\mathrm{kg}$. Two-thirds of this mass is carried by the two rear axle shafts, which are identical. Each shaft may be modelled as a cantilever beam $1\;\mathrm{m}$ long that supports the wheel load applied at the free end. The shafts are made from heat-treated AISI 4340 steel whose ultimate tensile strength is $S_{\mathrm{ut}} = 952\;\mathrm{MPa}$. Because of the need to fit bearings, a step in diameter is required, and the fillet at this step gives an effective fatigue stress-concentration factor of $k_{f}=0.7$.

* For fatigue design, use the following data:


* fully reversed bending,


* endurance limit before modifying factors: $S_{e}' = 0.56\,S_{\mathrm{ut}} = 532\;\mathrm{MPa}$,


* surface-finish factor: $k_{a} = 0.68$,


* size factor: $k_{b} = 0.80$,


* reliability factor: $k_{c} = 0.752$,


* loading factor: $k_{e} = 1.0$,

assume other Marin factors are unity.



Assume gravitational acceleration $g = 9.8\;\mathrm{m/s^2}$. Using the distortion-energy criterion for completely reversed bending, and taking the section modulus for a solid circular shaft as $Z = \pi D^{3}/32$, determine the required common diameter $D$ (in millimetres, rounded to the nearest millimetre) so that each rear axle shaft has infinite fatigue life. Report your answer as \texttt{shaft\_diameter = \_\_\_ mm}.
",,"The design endurance limit after applying Marin factors is:
\[
S_{e} = S_{e}' \cdot k_{a} \cdot k_{b} \cdot k_{c} \cdot k_{e} \cdot k_{f}
= 532 \cdot 0.68 \cdot 0.80 \cdot 0.752 \cdot 1.0 \cdot 0.7 = 152.3\;\mathrm{MPa}.
\]

The vertical load on the rear axles is:
\[
W = \frac{2}{3} \cdot 6000 \cdot 9.8 = 39\,200\;\mathrm{N}.
\]
Load per shaft:
\[
P = \frac{39\,200}{2} = 19\,600\;\mathrm{N}.
\]

Bending moment for cantilever with end load:
\[
M = P \cdot L = 19\,600 \cdot 1 = 19\,600\;\mathrm{N\cdot m}.
\]

Maximum bending stress:
\[
\sigma = \frac{32M}{\pi D^{3}}.
\]
Set $\sigma = S_{e}$ for infinite life:
\[
\frac{32 \cdot 19\,600 \cdot 10^{3}}{\pi D^{3}} = 152.3.
\]
Solving for $D$:
\[
D^{3} = \frac{32 \cdot 19\,600 \cdot 10^{3}}{\pi \cdot 152.3} \approx 1.31 \times 10^{6}\;\mathrm{mm}^{3},
\]
\[
D \approx \sqrt[3]{1.31 \times 10^{6}} = 109.5\;\mathrm{mm}.
\]",109.5,mm,,single,Example 6.6,111024,8,medium,Materials: Metals,Metals,Mechanical,Composites,,Shaping,Fatigue
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.7,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"A cantilever beam of length \(L = 1.0\,\text{m}\) (\(1000\,\text{mm}\)) has a section modulus  
\(Z = 2148\,\text{mm}^{3}\).  
The beam is made from heat-treated AISI 4340 steel with an ultimate tensile strength  
\(S_{\mathrm{u}} = 1800\,\text{MPa}\).  
Its fully corrected endurance limit may be taken as  
\(S_{e}=0.56\,S_{\mathrm{u}}\).

A mean load \(F_{\text{mean}} = 1000\,\text{N}\) is applied at the free end and fluctuates symmetrically about this value.  
Determine the largest alternating load amplitude \(F_{\text{alt}}\) that can be applied without causing fatigue failure, using

\[
n_{\text{s}} = 1.5 \quad\text{(static safety factor)}, \qquad
n_{\text{d}} = 3 \quad\text{(dynamic safety factor)},
\]

and the Soderberg fatigue criterion.

Give your name as a tuple (the Soderberg fatigue criterion, the largest alternating load amplitude \(F_{\text{alt}}\)).",,"1. Mean bending stress
\[
M_{\text{m}} = F_{\text{mean}}L = 1000 \times 1000 = 1.0\times10^{6}\,\text{N\,mm},
\qquad
S_{\text{m}} = \frac{M_{\text{m}}}{Z} = \frac{1.0\times10^{6}}{2148} = 465.3\,\text{MPa}.
\]

2. Endurance limit
\[
S_{e}=0.56\,S_{\mathrm{u}} = 0.56 \times 1800 = 1008\,\text{MPa}.
\]

3. Allowable alternating stress (Soderberg line)
\[
\frac{n_{\text{s}} S_{\text{m}}}{S_{\mathrm{u}}} + \frac{n_{\text{d}} S_{\text{a}}}{S_{e}} = 1,
\]
\[
\frac{1.5 \times 465.3}{1800} + \frac{3 S_{\text{a}}}{1008} = 1
\;\Longrightarrow\;
S_{\text{a}} = 205.7\,\text{MPa}.
\]

4. Alternating load amplitude
\[
M_{\text{a}} = S_{\text{a}} Z = 205.7 \times 2148 = 4.42 \times 10^{5}\,\text{N\,mm},
\]
\[
F_{\text{alt}} = \frac{M_{\text{a}}}{L} = \frac{4.42 \times 10^{5}}{1000}
        \approx 4.4 \times 10^{2}\,\text{N}.
\]

\[
\boxed{F_{\text{alt}} \approx 440\,\text{N}}
\]

Thus, in addition to the \(1000\,\text{N}\) mean load, an alternating load of about \(440\,\text{N}\) can be applied at the beam tip without inducing fatigue failure.","(205.7, 440)","(MPa, N)",,multiple,Example 6.7,111024,4,easy,Materials: Metals,Metals,Mechanical,Composites,,Shaping,Fatigue
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.9,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"Assuming that a turbine blade made of Nimonic 105 alloy had a life of $10,000 \mathrm{~h}$ at 150 MPa with a service temperature of $810^{\circ} \mathrm{C}$, what is the expected life at the same stress but with a service temperature of $750^{\circ} \mathrm{C}$ ?  Give your answer as the value of expected_life.",,"From Equation $\text{LMP} = T \left( C + \log t_{r} \right)$
$$
\mathrm{LMP}=(810+273)(20+4)=(750+273)\left(20+\log t_{\mathrm{r}}\right)
$$


The expected life at the new service temperature is about $255,637 \mathrm{~h}$.",255637,h,,single,Example 6.9,121000,1,medium,Materials: Metals,Metals,Thermal,Composites,,,
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.10,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,A fastener is made of a given polymer with a relaxation time of one year at $20^{\circ} \mathrm{C}$. What is the time needed to reduce the original stress exerted by the fastener by $25 \% ?$ Give your answer as the value of time_needed.,,"From Equation $\sigma = \sigma_0 \exp\left( \frac{-t}{\lambda} \right)$, taking $\sigma$ as the stress after relaxation,

$$
\begin{gathered}
\sigma=0.75 \sigma_0=\sigma_0 \exp (-t / 12) \\
t=3.45 \text { months }
\end{gathered}
$$",3.45,months,,single,Example 6.10,211000,2,easy,Materials: Polymers,Polymers,Mechanical,Composites,,,
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 6.11,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"A steel plate of thickness \( t_s = 10\,\mathrm{mm} \) is to be replaced by a steel–polyethylene sandwich panel of the same width and bending stiffness in order to reduce weight.  
The sandwich panel consists of two outer steel facings each of thickness \( t_f = 0.5\,\mathrm{mm} \), and a polyethylene foam core of negligible stiffness.

Given material properties:
\[
\begin{aligned}
E_{\text{steel}} &= 210\,\mathrm{GPa}, \\
\rho_{\text{steel}} &= 7800\,\mathrm{kg/m^3}, \\
\rho_{\text{core}} &= 200\,\mathrm{kg/m^3},
\end{aligned}
\]

Calculate the total thickness of the laminate and the mass ratio.

Give your answer as a tuple: (total thickness, mass ratio).",,"Step 1: Match bending stiffness.

For a plate of unit width, the bending stiffness of the solid steel plate is:
\[
D_{\text{plate}} = \frac{E t_s^3}{12},
\]
and the bending stiffness of the sandwich panel (neglecting core stiffness) is:
\[
D_{\text{sandwich}} = \frac{E t_f d^2}{2},
\]
where \( d \) is the distance between the centroids of the two facings.

Equating stiffnesses:
\[
\frac{t_s^3}{12} = \frac{t_f d^2}{2}
\quad \Rightarrow \quad
d^2 = \frac{t_s^3}{6 t_f}
\quad \Rightarrow \quad
d = \sqrt{\frac{(0.010)^3}{6 \cdot 0.0005}} = 0.01826\,\mathrm{m}.
\]

Total sandwich thickness is:
\[
T = d + t_f = 0.01826 + 0.0005 = 0.01876\,\mathrm{m} = 18.76\,\mathrm{mm}.
\]

Core thickness is:
\[
c = T - 2 t_f = 0.01876 - 2 \cdot 0.0005 = 0.01776\,\mathrm{m}.
\]

Step 2: Compute mass per unit area.

Mass per area of the solid steel plate:
\[
m_{\text{plate}} = \rho_{\text{steel}} \cdot t_s = 7800 \cdot 0.010 = 78\,\mathrm{kg/m^2}.
\]

Mass per area of the sandwich panel:
\[
\begin{aligned}
m_{\text{facings}} &= \rho_{\text{steel}} \cdot 2 t_f = 7800 \cdot 0.001 = 7.8\,\mathrm{kg/m^2}, \\
m_{\text{core}} &= \rho_{\text{core}} \cdot c = 200 \cdot 0.01776 = 3.55\,\mathrm{kg/m^2}, \\
m_{\text{sandwich}} &= 7.8 + 3.55 = 11.35\,\mathrm{kg/m^2}.
\end{aligned}
\]

Step 3: Compute mass ratio.

\[
\frac{m_{\text{plate}}}{m_{\text{sandwich}}} = \frac{78}{11.35} \approx 6.87.
\]","(18.76, 6.87)","(mm, )",,multiple,Example 6.11,711020,3,hard,Materials: Hybrids,Hybrids,Mechanical,Composites,,Shaping,
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 7.3,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"An AISI 1020 steel angle of dimensions $150 \mathrm{~mm} \times 150 \mathrm{~mm} \times 12 \mathrm{~mm}(6 \mathrm{in} . \times 4 \mathrm{in} . \times$ $1 / 2 \mathrm{in}$.) is to be welded to a steel plate by fillet welds along the edges of the 150 mm leg. The angle should support a load of $270 \mathrm{kN}(60,000 \mathrm{lb})$ acting along its length. Determine the lengths of the welds to be specified. The welding electrode used is AWS-AISI E6012 with a tensile strength of $414 \mathrm{MPa}(60 \mathrm{ksi})$. Give your answer as the value of weld_length.",,"From Equation $P = 2 \times 0.30 S \times 0.707 t \times L$,

$$
270,000=2 \times 0.3 \times 414 \times 0.707 \times 12 \times L
$$

where $L$ is 128 mm on either side parallel to the axis of the angle.",128,mm,,single,Example 7.3,111010,1,medium,Materials: Metals,Metals,Mechanical,Composites,,Joining,
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 8.1,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"Select the least-expensive alternative out of the candidate materials in Table 8.2 for making a suspension member in the cable car system. The member is 1 m long and is expected to carry a tensile load of 50 kN without yielding. Give your answer as the value of relative_cost_of_member.

(Table 8.2: TABLE 8.2
Candidate Materials for Suspension Member
\begin{tabular}{lccccc} 
Material & YS (MPa) & \begin{tabular}{c} 
Specific \\
Gravity
\end{tabular} & \begin{tabular}{c} 
Relative \\
Cost
\end{tabular} & \begin{tabular}{c} 
Cross-Sectional \\
Area $\left(\mathbf{m m}^2\right)$
\end{tabular} & \begin{tabular}{c} 
Relative Cost \\
of Member
\end{tabular} \\
AISI 1015 & 329 & 7.8 & 1 & 152 & 1 \\
AISI 1040 & 380 & 7.8 & 1.1 & 132 & 0.95 \\
AISI 4820 & 492 & 7.8 & 1.8 & 102 & 1.2 \\
Brass & 532 & 8.5 & 7 & 94 & 4.7 \\
\hline
\end{tabular} )",,"The cross-sectional area is obtained by dividing the load by the strength of the material. The volume and then the weight are calculated. The cost of the member using different materials is calculated relative to AISI 1015. Conclusion
Table 8.2 shows that although the cost of AISI 1040 is slightly higher than that of AISI 1015, its higher strength and the resulting smaller cross-sectional area result in a lower total cost. The higher prices of AISI 4820 and brass are not compensated by their higher strengths.",0.95,,,single,Example 8.1,111002,1,easy,Materials: Metals,Metals,Mechanical,Composites,,,Plastic
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 8.6,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"Using a drill jig is expected to reduce the drilling time from 30 to 12 min . If a jig is not used, a skilled worker will be needed with an hourly rate of $\$ 12$. Using the jig makes it possible for a less-skilled worker to do the job at an hourly rate of $\$ 10$. The hourly rate for using the drilling machine is $\$ 8$. The cost of designing and manufacturing the jig is estimated as $\$ 1200$. The interest rate is $12 \%$, and the expected life of the jig is 2 years. For the purpose of calculating the total jig cost over its useful life ( $C_{\mathrm{T}}$ ), use the formula $C_{\mathrm{T}}=$ Initial Cost + $\frac{(\text { Initial Cost } \times \text { Annual Interest Rate } \times \text { Life in Years) }}{2}$. It is estimated that the jig will be used for the production of 400 parts during its useful life. Is the use of the jig economically justifiable? How many parts need to be produced for the jig to break even? Give your answer as a tuple: (savings_per_piece, total_jig_cost, jig_cost_per_part, break_even_number_of_parts).",,"The saving per piece, $S_{\mathrm{p}}$, as a result of using the jig is calculated from Equation 8.3 as $$
S_{\mathrm{p}}=\left[12 \times\left(\frac{30}{60}\right)+8 \times\left(\frac{30}{60}\right)\right]-\left[10 \times\left(\frac{12}{60}\right)+8 \times\left(\frac{12}{60}\right)\right]=10-3.60=\$ 6.40
$$


The total jig cost, $C_{\mathrm{T}}$, is calculated from Equation $C_{T} = C_{t} + \frac{(C_{t} n i)}{2}$ as

$$
C_{\mathrm{T}}=1200+\frac{(1200 \times 2 \times 0.12)}{2}=\$ 1344
$$


The jig cost per part is calculated from Equation $C_{p} = \frac{C_{T}}{N}$ as

$$
C_{\mathrm{p}}=\frac{1344}{400}=\$ 3.36
$$


As the cost of jig per part is less than the savings per part, the jig is economically justifiable.

The break-even number of parts, $N^{\prime}$, is calculated as

$$
6.40=\frac{1344}{N^{\prime}}
$$


Thus,

$$
N^{\prime}=210 \text { parts }
$$


This means that at least 211 parts need to be manufactured to justify the use of the jig.","(6.40, 1344, 3.36, 210)","($, $, $, parts)",,multiple,Example 8.6,121420,6,hard,Materials: Metals,Metals,Thermal,Composites,Diffusion & Kinetics,Shaping,
Materials_and_Process_Selection_for_Engineering_Design_Farag_Example 8.10,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"Aluminum alloy 7075-T6 (yield strength $Y_{\text{Al}} = 511$ MPa, density $\rho_{\text{Al}} = 2.7$ g/cm$^3$) and Ti-6Al-4V (yield strength $Y_{\text{Ti}} = 939$ MPa, density $\rho_{\text{Ti}} = 4.5$ g/cm$^3$) are being considered for a 200 mm long tensile member carrying a load of 50 kN. Assume a factor of safety of 1.5.

Which material results in a lighter tensile member, and which material results in a lower embodied-energy impact?

Use the following specific embodied energies:  
Aluminum: 193.5 MJ/kg  
Titanium: 915 MJ/kg

Give your answer as a tuple $(m_{\text{Al}},\ m_{\text{Ti}},\ E_{\text{Al}},\ E_{\text{Ti}})$  
",,"Taking a factor of safety of 1.5 ,

$$
\begin{aligned}
& \text { Weight of the aluminum member }=\frac{50,000 \times 1.5 \times 200 \times 2.7}{511 \times 1,000}=79.3 \mathrm{~g} \\
& \text { Weight of the titanium member }=\frac{50,000 \times 1.5 \times 200 \times 4.5}{939 \times 1,000}=71.9 \mathrm{~g}
\end{aligned}
$$


From Table 8.9, an average energy content for aluminum and titanium alloys can be taken as 193.5 and $915 \mathrm{MJ} / \mathrm{kg}$, respectively.

The energy content of the aluminum member $=0.0793 \times 193.5=15.4 \mathrm{MJ}$.
The energy content of the titanium member $=0.0719 \times 915=65.7 \mathrm{MJ}$. Conclusion
The titanium alloy member is lighter but has higher energy content. From the foregoing analysis, it is seen that the weight of a tensile member is proportional to $\rho / \mathrm{YS}$, where $\rho$ is the density and YS the yield strength. The environmental impact of the material in the tensile member is proportional to the parameter $\left(H_{\mathrm{p}} \rho / \mathrm{YS}\right)$, which needs to be minimized for an environmental conscious design.","(79.3, 71.9, 15.4, 65.7)","(g, g, MJ, MJ)",,multiple,Example 8.10,111002,4,medium,Materials: Metals,Metals,Mechanical,Composites,,,Plastic
Materials_and_Process_Selection_for_Engineering_Design_Farag_3.6,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"The wall thickness of a steel tank is measured monthly, and the loss in thickness is approximately the same each month, $50 \mathrm{mg} / \mathrm{dm}^2 / \mathrm{day}$. What is the useful life of the tank, if the initial thickness is 10 mm and the minimum safe thickness is 6 mm ?",,,17,years,,single,3.6,101000,0,easy,Materials: Metals,Metals,,Composites,,,
Materials_and_Process_Selection_for_Engineering_Design_Farag_5.1,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,An aluminum 2014 T 6 tube of 75 mm ( 3 in .) outer diameter and 1 mm ( 0.04 in .) thickness is subjected to internal pressure of $8.4 \mathrm{MPa}\left(1200 \mathrm{lb} / \mathrm{in}^2\right)$. What is the factor of safety that was taken against failure by yielding when the pipe was designed?,,,1.35,,,single,5.1,121002,0,medium,Materials: Metals,Metals,Thermal,Composites,,,Plastic
Materials_and_Process_Selection_for_Engineering_Design_Farag_5.3,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"A structural member is made of steel of mean yield strength of 200 MPa ( 28.6 ksi ) and a standard deviation on strength of $30 \mathrm{MPa}(4.3 \mathrm{ksi})$. The applied stress has a mean value of $150 \mathrm{MPa}(14.3 \mathrm{ksi})$ and a standard deviation of $5 \mathrm{MPa}\left(700 \mathrm{lb} / \mathrm{in}^2{ }^2\right)$. (a) What is the probability of failure? (b) What factor of safety is required if the allowable failure rate is $1 \%$ ? Give your answer as a tuple: (probability_of_failure, factor_of_safety).",,,"(6.9,1.55)","(%, )",,multiple,5.3,111402,0,medium,Materials: Metals,Metals,Mechanical,Composites,Diffusion & Kinetics,,Plastic
Materials_and_Process_Selection_for_Engineering_Design_Farag_8.11,Materials_and_Process_Selection_for_Engineering_Design_Farag,NUM,"The manufacture of a given component requires eight operations in the machine shop. The average setup time per operation is 2.5 h . Average operation time per machine is 7 min . The average nonoperation time needed for handling of workpieces and tools, inspection, delays, and temporary storage is 50 min per operation. Estimate the total time required to get a batch of 100 components through the workshop.",,,120,h,,single,8.11,1000,0,medium,Structures: Composites,,,Composites,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.1,Mechanical_Behavior_of_Materials_Hosford,NUM,"A cubic crystal is loaded with a tensile stress of 2.8 MPa applied along the [210] direction, as shown in the figure. Find the shear stress on the (111) plane in the $[10\bar{1}]$ direction.",images/Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.1_1.png,"In a cubic crystal, the normal to a plane has the same indices as the plane itself, thus the normal to the plane $(111)$ is the direction $[111]$. Also, in a cubic crystal, the cosine of the angle between two directions is determined by the dot product of the unit vectors in those directions. Specifically, the cosine of the angle between the directions $[u_1 v_1 w_1]$ and $[u_2 v_2 w_2]$ is given by:
\[
\cos{\theta} = \frac{u_1 u_2 + v_1 v_2 + w_1 w_2}{\sqrt{(u_1^2 + v_1^2 + w_1^2)(u_2^2 + v_2^2 + w_2^2)}}
\]
Now, if we designate the direction $[210]$ as $x$, the direction $[10\overline{1}]$ as $d$, and the direction $[111]$ as $n$, then the shear stress component $\tau_{nd}$ is calculated as:
\[
\tau_{nd} = \ell_{nx}\ell_{dx}\sigma_{xx}
\]
We have:
\[
\ell_{nx} = \frac{(2 \cdot 1 + 1 \cdot 1 + 0 \cdot 1)}{\sqrt{(2^2 + 1^2 + 0^2)(1^2 + 1^2 + 1^2)}}
= \frac{3}{\sqrt{5 \cdot 3}}
= \frac{3}{\sqrt{15}}
\]
and
\[
\ell_{dx} = \frac{(2 \cdot 1 + 1 \cdot 0 + 0 \cdot \overline{1})}{\sqrt{(2^2 + 1^2 + 0^2)(1^2 + 0^2 + (\overline{1})^2)}}
= \frac{2}{\sqrt{5 \cdot 2}}
= \frac{2}{\sqrt{10}}
\]
Therefore,
\[
\tau_{nd} = \frac{3}{\sqrt{15}} \cdot \frac{2}{\sqrt{10}} \cdot 2.8\,\mathrm{MPa}
= 2.8 \cdot \frac{6}{\sqrt{150}}
= 2.8 \cdot \frac{6}{5\sqrt{6}}
= \frac{16.8}{5\sqrt{6}}
\]
Simplifying numerically gives:
\[
\tau_{nd} \approx 1.372\,\mathrm{MPa}
\]",1.372,MPa,,single,mechanical behaviors Example 1.1,11200,7,easy,Properties: Mechanical,,Mechanical,Composites,Crystal Structure,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.2,Mechanical_Behavior_of_Materials_Hosford,NUM,"Find the principal stresses in a body under the stress state, $\sigma_x = 10$, $\sigma_y = 8$, $\sigma_z = -5$, $\tau_{yz} = \tau_{zy} = 5$, $\tau_{zx} = \tau_{xz} = -4$, and $\tau_{xy} = \tau_{yx} = -8$, where all stresses are in MPa.  Give your answer as a tuple (...) containing values in ascending order.",,"$I_1 = 10 + 8 - 5 = 13$, $I_2 = 5^2 + (-4)^2 + (-8)^2 - 8(-5) - (-5)(10) - 10 \cdot 8 = 115$, $I_3 = 10 \times 8(-5) + 2 \times 5(-4)(-8) - 10 \times 5^2 - 8(-4)^2 - (-5)(-8)^2 = -138$.

$\sigma_p^3 - 13 \sigma_p^2 - 115 \sigma_p + 138 = 0$, $\sigma_p = 1.079, 18.72, -6.82$.","( -6.82, 1.079, 18.72)",,,multiple,mechanical behaviors Example 1.2,10000,4,hard,Properties: Mechanical,,Mechanical,,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.3,Mechanical_Behavior_of_Materials_Hosford,NUM,"A body is loaded under stresses, $\sigma_x = 150 \, \text{MPa}$, $\sigma_y = 60 \, \text{MPa}$, $\tau_{xy} = 20 \, \text{MPa}$, $\sigma_z = \tau_{yz} = \tau_{zx} = 0$. Find the largest shear stress in the body.",,"$\sigma_1, \sigma_2 = \frac{(\sigma_x + \sigma_y)}{2} \pm \sqrt{\left[\frac{(\sigma_x - \sigma_y)}{2}\right]^2 + \tau_{xy}^2} = 154.2, 55.8 \text{ MPa}, \sigma_3 = \sigma_z = 0$. Note that the largest shear stress, $\tau_{\max} = \frac{(\sigma_1 - \sigma_3)}{2} = 77.1 \text{ MPa}$.",77.1,MPa,,single,mechanical behaviors Example 1.3,10000,1,hard,Properties: Mechanical,,Mechanical,,,,
Mechanical_Behavior_of_Materials_Hosford_mechanical behaviors Example 1.5,Mechanical_Behavior_of_Materials_Hosford,NUM,"An element 1 cm long is extended to twice its initial length (2 cm) and then compressed to its initial length (1 cm).
A. Find true strains for the extension and compression.
B. Find engineering strains for the extension and compression.
Give your answer as an ordered tuple (A extension strains, A compression strains, B extension strains, B compression strains).",,"A. During the extension, $\varepsilon = \ln(L/L_0) = \ln 2 = 0.693$, and during the compression,
\[
\varepsilon = \ln(L/L_0) = \ln(1/2) = -0.693
\]
B. During the extension, $e = \Delta L / L_0 = 1/1 = 1.0$, and during the compression, $e = \Delta L / L_0 = -1/2 = -0.5$.","(0.693, -0.693, 1.0, -0.5)",,,multiple,mechanical behaviors Example 1.5,10000,2,easy,Properties: Mechanical,,Mechanical,,,,
